,Date,MinTemp,MaxTemp,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainTomorrow
33023,2016-02-03,10.2,26.6,9.0,20.0,58.0,45.0,1023.2,1020.3,17.9,24.4,No
33024,2016-02-04,10.2,31.4,15.0,20.0,49.0,32.0,1020.1,1016.8,23.3,28.7,No
33025,2016-02-11,17.4,29.3,20.0,19.0,71.0,52.0,1014.7,1012.6,21.7,27.6,No
33026,2016-02-12,15.4,26.1,13.0,20.0,67.0,62.0,1019.5,1018.7,20.6,23.0,No
33027,2016-02-16,12.0,33.9,13.0,9.0,49.0,26.0,1018.9,1014.3,21.8,33.5,No
33028,2016-02-18,17.5,23.4,31.0,35.0,60.0,61.0,1020.1,1019.0,21.1,21.5,No
33029,2016-02-20,14.2,29.3,17.0,15.0,63.0,41.0,1014.8,1010.1,20.2,28.6,No
33030,2016-02-22,15.6,21.6,17.0,17.0,74.0,60.0,1016.4,1016.7,18.1,19.4,No
33031,2016-03-02,7.9,26.0,17.0,19.0,64.0,44.0,1022.1,1018.8,18.2,24.4,No
33032,2016-03-06,12.8,24.9,19.0,13.0,85.0,52.0,1022.5,1020.3,15.9,24.5,No
33033,2016-03-12,13.6,27.5,13.0,26.0,70.0,57.0,1018.8,1016.3,19.6,24.5,No
33034,2016-03-13,19.0,28.1,24.0,30.0,73.0,58.0,1018.6,1015.2,21.3,26.3,No
33035,2016-03-18,12.7,26.1,19.0,19.0,56.0,41.0,1017.7,1013.1,17.2,25.3,No
33036,2016-03-25,14.2,26.5,15.0,19.0,69.0,60.0,1024.7,1021.1,20.0,24.9,No
33037,2016-03-28,12.3,23.4,11.0,15.0,82.0,51.0,1026.2,1024.1,17.4,22.0,No
33038,2016-03-29,10.1,25.8,7.0,13.0,77.0,41.0,1026.7,1023.2,17.2,25.0,No
33039,2016-03-30,10.1,27.0,6.0,11.0,87.0,52.0,1023.5,1019.9,17.2,23.6,No
33040,2016-04-01,13.1,23.1,15.0,17.0,64.0,47.0,1018.1,1017.8,19.2,21.7,No
33041,2016-04-06,8.8,20.7,2.0,20.0,69.0,46.0,1031.9,1028.3,13.5,18.7,No
33042,2016-04-07,7.8,22.6,13.0,24.0,60.0,43.0,1028.1,1023.7,15.1,20.8,No
33043,2016-04-15,14.0,19.8,15.0,11.0,88.0,67.0,1027.9,1025.1,16.1,19.3,No
33044,2016-04-16,12.9,24.3,11.0,17.0,78.0,54.0,1018.7,1014.3,17.8,23.8,Yes
33045,2016-04-17,17.7,22.0,13.0,17.0,75.0,86.0,1015.2,1014.1,20.0,18.6,Yes
33046,2016-04-24,15.8,22.0,17.0,22.0,82.0,78.0,1012.5,1010.7,20.7,21.2,Yes
33047,2016-04-25,15.9,21.6,7.0,20.0,76.0,68.0,1012.7,1010.6,17.8,19.1,Yes
33048,2016-04-30,11.3,16.6,17.0,11.0,70.0,49.0,1020.4,1020.5,14.4,15.2,No
33049,2016-05-17,14.0,20.2,9.0,7.0,80.0,66.0,1019.5,1019.9,17.5,18.3,No
33050,2016-05-20,6.3,19.9,7.0,26.0,100.0,72.0,1012.1,1005.4,13.7,18.2,Yes
33051,2016-05-22,9.4,17.5,19.0,20.0,82.0,75.0,1013.9,1015.6,14.1,16.4,Yes
33052,2016-05-26,12.2,17.5,15.0,9.0,55.0,51.0,1016.3,1019.3,15.6,16.8,No
33053,2016-05-27,5.2,18.4,17.0,19.0,73.0,53.0,1021.7,1016.5,13.3,17.4,Yes
33054,2016-05-28,12.9,17.7,11.0,19.0,75.0,58.0,1013.3,1013.7,15.4,16.3,Yes
33055,2016-06-04,11.6,15.6,13.0,11.0,67.0,66.0,1015.6,1016.3,13.0,13.7,No
33056,2016-06-06,10.8,18.7,11.0,22.0,91.0,59.0,1008.6,1003.7,12.0,16.7,Yes
33057,2016-06-10,9.6,16.3,9.0,13.0,99.0,71.0,1027.2,1026.0,11.3,16.0,No
33058,2016-06-11,5.5,17.2,15.0,24.0,99.0,71.0,1023.9,1020.3,13.9,15.9,No
33059,2016-06-12,13.2,16.9,22.0,6.0,73.0,100.0,1015.9,1012.9,15.1,13.4,Yes
33060,2016-06-13,7.6,16.1,4.0,24.0,100.0,86.0,1014.9,1017.2,12.5,15.1,Yes
33061,2016-06-19,10.8,18.6,24.0,19.0,85.0,75.0,1008.2,1006.2,16.2,18.1,Yes
33062,2016-06-24,9.9,16.5,15.0,11.0,98.0,68.0,1018.9,1015.7,11.0,15.0,Yes
33063,2016-06-27,11.3,16.7,24.0,17.0,90.0,90.0,1017.8,1013.4,13.5,14.3,Yes
33064,2016-06-29,9.7,16.7,4.0,19.0,99.0,64.0,1017.0,1019.0,12.6,14.9,No
33065,2016-07-02,7.5,17.6,4.0,9.0,74.0,61.0,1025.6,1022.8,12.1,15.6,Yes
33066,2016-07-06,2.2,16.5,0.0,6.0,99.0,54.0,1023.2,1019.5,5.1,15.7,No
33067,2016-07-08,10.4,14.3,22.0,20.0,65.0,69.0,1006.3,1005.3,12.1,11.5,Yes
33068,2016-07-09,6.6,12.5,19.0,24.0,69.0,92.0,1007.6,1004.9,10.8,9.0,Yes
33069,2016-07-10,8.4,14.9,19.0,17.0,74.0,87.0,1012.8,1014.3,12.0,12.2,Yes
33070,2016-07-16,15.4,18.0,22.0,20.0,82.0,97.0,1008.0,1003.5,17.5,17.3,Yes
33071,2016-07-18,6.0,15.2,4.0,15.0,99.0,64.0,1020.9,1021.3,10.2,14.0,No
33072,2016-07-24,5.5,14.2,0.0,15.0,99.0,84.0,1028.1,1026.6,9.6,11.7,Yes
33073,2016-08-01,3.7,15.6,6.0,9.0,95.0,58.0,1031.1,1029.1,9.2,13.6,No
33074,2016-08-08,7.8,12.7,20.0,30.0,73.0,56.0,1012.3,1013.3,9.3,10.5,Yes
33075,2016-08-14,11.1,18.0,15.0,20.0,74.0,60.0,1018.8,1013.3,14.3,17.5,Yes
33076,2016-08-27,10.5,14.3,22.0,30.0,76.0,75.0,999.4,999.1,11.8,13.9,Yes
33077,2016-08-28,9.2,12.6,24.0,20.0,91.0,93.0,1012.0,1012.3,10.1,12.1,Yes
33078,2016-08-31,10.7,15.4,17.0,15.0,93.0,87.0,1013.6,1016.4,11.8,12.1,Yes
33079,2016-09-07,9.6,15.5,26.0,28.0,52.0,72.0,1008.6,1008.5,12.8,12.2,Yes
33080,2016-09-08,8.9,15.6,15.0,11.0,53.0,56.0,1023.4,1023.1,12.8,13.8,No
33081,2016-09-10,9.5,13.5,19.0,24.0,99.0,81.0,1022.3,1021.5,10.7,11.5,Yes
33082,2016-09-11,7.3,15.7,19.0,28.0,68.0,61.0,1027.8,1026.3,11.1,13.8,No
33083,2016-09-13,7.5,16.1,13.0,17.0,60.0,48.0,1031.7,1028.6,11.1,14.2,No
33084,2016-09-23,7.8,12.4,22.0,19.0,50.0,76.0,1014.8,1015.9,12.0,9.5,Yes
33085,2016-09-28,6.7,13.6,20.0,22.0,58.0,52.0,1023.7,1023.8,11.8,12.6,No
33086,2016-09-30,9.1,16.3,28.0,30.0,69.0,69.0,1005.0,1003.7,14.8,15.3,Yes
33087,2016-10-03,11.4,16.7,19.0,20.0,98.0,72.0,1017.1,1017.3,14.0,15.2,Yes
33088,2016-10-05,13.2,19.2,22.0,33.0,70.0,71.0,1011.3,1007.3,16.2,17.3,Yes
33089,2016-10-08,13.2,17.5,22.0,28.0,82.0,62.0,1004.4,1005.8,16.2,16.7,Yes
33090,2016-10-13,10.2,20.0,20.0,22.0,78.0,56.0,1010.2,1008.9,15.8,19.0,No
33091,2016-10-16,9.5,15.6,15.0,17.0,63.0,57.0,1026.4,1025.3,13.8,14.8,Yes
33092,2016-10-17,11.4,17.0,19.0,20.0,94.0,54.0,1025.2,1024.6,14.0,14.7,No
33093,2016-10-19,6.1,16.9,17.0,19.0,61.0,66.0,1015.9,1012.5,14.4,16.1,Yes
33094,2016-10-20,7.6,15.1,20.0,20.0,55.0,52.0,1020.9,1022.9,12.7,12.6,No
33095,2016-10-21,3.8,18.0,15.0,26.0,52.0,50.0,1029.1,1026.2,13.8,16.6,No
33096,2016-10-22,5.3,23.3,13.0,19.0,50.0,30.0,1024.1,1019.3,16.3,23.0,No
33097,2016-10-26,10.7,19.6,7.0,13.0,58.0,49.0,1020.5,1019.2,16.0,18.6,No
33098,2016-11-04,14.7,23.4,15.0,19.0,80.0,55.0,1023.1,1020.6,16.3,22.0,No
33099,2016-11-08,5.4,19.5,9.0,20.0,55.0,55.0,1016.3,1012.5,16.4,17.1,No
33100,2016-11-10,6.8,18.7,19.0,17.0,91.0,82.0,1009.3,1008.6,14.9,13.7,Yes
33101,2016-11-14,10.4,32.0,19.0,28.0,32.0,21.0,1014.7,1010.3,25.3,31.2,No
33102,2016-11-15,14.2,26.5,30.0,22.0,62.0,63.0,1005.1,1003.0,23.7,24.2,No
33103,2016-11-17,8.8,19.6,15.0,15.0,49.0,42.0,1022.2,1022.4,16.7,18.9,No
33104,2016-11-18,6.8,24.3,7.0,19.0,51.0,47.0,1020.9,1017.9,19.0,22.0,No
33105,2016-11-20,11.8,19.9,22.0,24.0,53.0,50.0,1017.5,1018.2,17.8,16.2,No
33106,2016-11-21,5.5,20.6,6.0,17.0,57.0,44.0,1021.3,1019.7,15.7,18.9,No
33107,2016-11-24,12.1,26.4,17.0,31.0,59.0,50.0,1021.6,1019.4,19.8,24.1,No
33108,2016-11-27,16.1,23.5,22.0,30.0,63.0,57.0,1016.0,1016.0,20.1,21.9,No
33109,2016-11-30,7.8,22.0,6.0,20.0,54.0,52.0,1016.0,1014.7,18.6,19.3,No
33110,2016-12-04,11.3,21.2,19.0,22.0,50.0,49.0,1015.3,1014.6,16.9,17.9,No
33111,2016-12-05,7.9,22.4,11.0,19.0,61.0,61.0,1015.7,1015.4,17.6,18.6,No
33112,2016-12-08,9.0,24.5,13.0,24.0,49.0,44.0,1022.0,1018.3,16.5,22.8,No
33113,2016-12-09,8.1,29.4,9.0,19.0,38.0,27.0,1016.3,1015.0,24.3,28.8,No
33114,2016-12-10,13.9,31.4,13.0,17.0,48.0,41.0,1013.3,1009.1,23.4,30.0,No
33115,2016-12-18,10.2,23.6,20.0,20.0,59.0,48.0,1014.3,1014.1,19.2,21.6,No
33116,2016-12-22,16.3,25.2,24.0,20.0,60.0,61.0,1010.9,1010.3,20.5,23.0,No
33117,2016-12-23,10.9,27.5,6.0,20.0,73.0,36.0,1011.5,1008.8,18.3,25.5,No
33118,2016-12-25,13.8,23.8,28.0,24.0,48.0,45.0,1015.1,1012.8,20.2,22.0,No
33119,2016-12-29,14.3,23.2,15.0,22.0,52.0,43.0,1014.8,1012.3,17.6,22.2,No
33120,2017-01-01,8.8,25.9,13.0,24.0,59.0,45.0,1019.4,1016.2,18.3,23.9,No
33121,2017-01-02,12.4,32.2,13.0,19.0,49.0,38.0,1015.5,1013.3,23.6,30.1,No
33122,2017-01-05,16.7,23.7,13.0,20.0,65.0,59.0,1006.9,1005.3,20.3,23.1,Yes
33123,2017-01-09,11.1,27.8,15.0,24.0,61.0,52.0,1014.9,1012.4,20.2,24.7,No
33124,2017-01-10,14.4,25.9,22.0,24.0,64.0,52.0,1014.6,1012.6,21.0,24.2,No
33125,2017-01-16,11.4,23.5,20.0,26.0,58.0,44.0,1012.4,1012.8,19.0,20.5,No
33126,2017-01-17,9.5,23.1,15.0,24.0,48.0,41.0,1017.8,1015.9,18.4,22.2,No
33127,2017-01-18,9.6,26.7,7.0,20.0,44.0,46.0,1012.8,1009.2,21.3,22.9,No
33128,2017-01-20,15.4,26.1,9.0,15.0,54.0,43.0,1014.2,1011.2,19.7,24.9,No
33129,2017-01-21,9.3,26.6,13.0,20.0,61.0,45.0,1010.8,1008.8,20.7,24.6,No
33130,2017-01-26,15.1,35.7,9.0,13.0,48.0,20.0,1014.6,1011.7,23.9,34.1,No
33131,2017-01-27,15.7,25.2,24.0,30.0,71.0,56.0,1014.4,1013.2,20.1,23.3,No
33132,2017-01-30,11.4,23.6,26.0,30.0,47.0,46.0,1019.5,1016.0,18.0,21.8,No
33133,2017-02-04,16.1,24.0,22.0,22.0,76.0,58.0,1011.2,1010.2,19.4,21.4,No
33134,2017-02-06,9.6,29.0,17.0,19.0,53.0,38.0,1013.3,1008.7,20.0,27.5,No
33135,2017-02-10,15.9,18.9,28.0,24.0,78.0,72.0,1012.0,1010.4,16.2,18.4,Yes
33136,2017-02-12,15.3,25.2,26.0,19.0,66.0,59.0,1018.1,1015.8,20.8,24.4,Yes
33137,2017-02-21,13.5,20.3,24.0,26.0,60.0,43.0,1014.0,1015.7,15.7,19.0,No
33138,2017-02-23,10.9,26.5,11.0,24.0,61.0,46.0,1023.5,1020.8,19.3,25.7,No
33139,2017-02-25,12.8,35.9,6.0,19.0,49.0,33.0,1016.2,1013.1,25.5,30.3,No
33140,2017-03-04,16.4,27.0,31.0,33.0,65.0,63.0,1019.3,1017.1,20.8,24.1,No
33141,2017-03-07,17.7,25.0,20.0,24.0,70.0,54.0,1015.5,1013.4,19.8,23.5,No
33142,2017-03-08,15.8,24.1,26.0,33.0,62.0,60.0,1014.8,1013.1,20.7,22.5,Yes
33143,2017-03-23,16.1,19.1,19.0,19.0,99.0,97.0,1012.9,1012.9,17.4,18.0,Yes
33144,2017-03-30,5.1,23.7,6.0,24.0,67.0,41.0,1025.2,1022.6,13.9,22.1,No
33145,2017-04-01,10.7,26.9,11.0,13.0,74.0,40.0,1026.1,1022.1,16.9,26.0,No
33146,2017-04-03,11.1,22.8,22.0,26.0,74.0,61.0,1025.6,1025.2,18.5,21.1,No
33147,2017-04-06,12.9,19.1,11.0,22.0,97.0,63.0,1014.6,1015.4,15.7,18.7,Yes
33148,2017-04-08,5.8,19.5,0.0,17.0,96.0,65.0,1027.2,1026.7,14.7,17.9,No
33149,2017-04-09,6.7,22.1,7.0,13.0,99.0,50.0,1029.1,1025.4,13.5,21.4,No
33150,2017-04-10,8.9,25.2,9.0,7.0,94.0,37.0,1024.4,1020.3,13.3,24.2,No
33151,2017-04-11,7.3,22.8,11.0,17.0,64.0,59.0,1017.3,1015.7,17.6,20.5,No
33152,2017-04-15,15.1,20.0,24.0,28.0,71.0,68.0,1019.8,1017.4,17.0,18.1,No
33153,2017-04-18,8.6,22.4,15.0,19.0,75.0,64.0,1014.9,1012.1,16.3,20.5,No
33154,2017-04-19,9.2,23.3,0.0,13.0,100.0,59.0,1018.4,1018.2,17.1,22.6,No
33155,2017-04-20,9.1,24.6,17.0,17.0,95.0,63.0,1021.7,1019.6,18.6,22.6,No
33156,2017-04-22,14.9,20.8,20.0,26.0,75.0,67.0,1022.8,1021.8,18.6,19.6,No
33157,2017-04-23,13.6,21.4,19.0,20.0,79.0,62.0,1024.6,1022.0,17.1,21.0,No
33158,2017-04-27,7.8,24.0,0.0,15.0,98.0,57.0,1027.6,1025.2,16.1,21.6,No
33159,2017-04-29,10.2,25.3,0.0,15.0,100.0,53.0,1024.9,1021.7,14.3,22.7,Yes
33160,2017-04-30,11.8,19.4,6.0,24.0,99.0,61.0,1022.3,1022.6,18.4,18.3,Yes
33161,2017-05-01,4.9,18.9,6.0,13.0,96.0,48.0,1028.2,1025.9,11.5,18.2,No
33162,2017-05-05,15.7,21.4,7.0,15.0,94.0,65.0,1021.4,1022.9,17.6,19.3,No
33163,2017-05-09,14.4,18.9,15.0,15.0,56.0,53.0,1019.8,1020.1,16.1,17.0,Yes
33164,2017-05-10,8.7,16.5,4.0,17.0,100.0,90.0,1024.5,1023.6,11.8,13.3,No
33165,2017-05-21,11.0,14.8,30.0,24.0,79.0,49.0,1006.0,1009.3,11.4,13.2,Yes
33166,2017-05-22,10.0,17.3,13.0,15.0,66.0,64.0,1017.8,1018.0,14.6,16.3,Yes
33167,2017-05-23,11.5,19.0,7.0,11.0,99.0,77.0,1021.7,1020.0,15.1,17.1,Yes
33168,2017-05-24,12.8,18.9,7.0,9.0,71.0,80.0,1021.3,1019.9,15.7,17.3,Yes
33169,2017-05-25,10.1,20.0,11.0,19.0,100.0,56.0,1020.2,1017.7,16.0,19.0,Yes
33170,2017-05-31,8.3,21.2,9.0,17.0,100.0,66.0,1021.2,1019.3,14.7,19.8,No
33171,2017-06-05,4.2,21.2,0.0,19.0,99.0,58.0,1028.0,1023.7,8.2,20.2,No
33172,2017-06-06,8.1,21.6,22.0,35.0,76.0,56.0,1021.1,1019.4,17.8,20.8,No
33173,2017-06-13,8.4,19.7,13.0,2.0,64.0,91.0,1015.5,1015.2,15.2,15.7,Yes
33174,2017-06-22,10.9,18.1,19.0,37.0,89.0,76.0,1012.1,1013.5,11.3,16.8,Yes
33175,2009-01-03,15.9,35.6,13.0,28.0,58.0,29.0,1012.1,1010.2,24.0,34.8,No
33176,2009-01-11,19.8,40.6,31.0,13.0,31.0,12.0,1008.6,1004.9,26.6,39.0,No
33177,2009-02-03,17.6,36.1,6.0,28.0,81.0,29.0,1010.1,1007.9,22.5,34.4,No
33178,2009-02-06,14.3,28.3,24.0,31.0,63.0,33.0,1008.7,1006.0,18.0,26.9,No
33179,2009-02-09,18.5,35.0,41.0,28.0,47.0,16.0,1016.5,1014.4,21.3,33.5,No
33180,2009-02-11,23.9,39.2,20.0,9.0,21.0,11.0,1012.1,1009.2,28.2,37.5,No
33181,2009-02-18,17.7,32.1,19.0,20.0,55.0,24.0,1012.8,1009.7,20.6,31.1,No
33182,2009-02-20,19.8,37.2,33.0,13.0,44.0,19.0,1014.5,1012.5,22.8,35.1,No
33183,2009-02-23,17.6,35.6,28.0,13.0,53.0,24.0,1012.2,1008.8,19.9,33.1,No
33184,2009-02-25,12.5,24.9,13.0,35.0,73.0,83.0,1007.3,1006.6,18.3,18.6,No
33185,2009-03-01,22.0,34.3,9.0,19.0,55.0,40.0,1005.7,1002.2,26.0,32.8,No
33186,2009-03-03,8.4,25.7,22.0,28.0,52.0,23.0,1025.2,1022.9,14.2,24.1,No
33187,2009-03-06,16.8,35.7,9.0,22.0,27.0,11.0,1019.2,1016.1,24.8,34.2,No
33188,2009-03-10,13.0,38.4,7.0,17.0,23.0,10.0,1013.5,1010.9,27.0,37.7,No
33189,2009-03-13,11.9,29.3,13.0,9.0,52.0,24.0,1019.5,1017.5,18.2,27.6,No
33190,2009-03-16,14.9,35.4,6.0,28.0,48.0,27.0,1012.4,1010.5,21.6,33.3,No
33191,2009-03-17,15.8,25.8,11.0,30.0,78.0,68.0,1013.9,1013.1,19.2,21.4,No
33192,2009-03-19,7.2,27.5,6.0,24.0,68.0,30.0,1016.3,1011.7,14.7,26.5,No
33193,2009-03-24,11.5,26.3,6.0,20.0,85.0,37.0,1016.9,1015.7,17.0,24.9,No
33194,2009-03-28,14.3,30.1,22.0,20.0,81.0,31.0,1019.7,1016.3,17.4,28.2,No
33195,2009-03-29,17.3,26.0,28.0,31.0,56.0,35.0,1021.0,1017.3,19.5,25.4,No
33196,2009-03-31,13.5,26.2,11.0,31.0,74.0,41.0,1017.0,1014.8,18.2,25.2,No
33197,2009-04-01,12.7,24.6,17.0,9.0,56.0,23.0,1023.0,1019.6,16.5,23.6,No
33198,2009-04-02,9.3,26.6,19.0,24.0,53.0,20.0,1024.5,1021.8,17.3,26.4,No
33199,2009-04-10,18.0,35.7,19.0,15.0,48.0,10.0,1015.9,1010.7,21.5,35.1,No
33200,2009-04-12,12.3,34.2,33.0,28.0,17.0,8.0,1015.3,1012.0,25.8,33.5,No
33201,2009-04-13,22.3,24.8,39.0,9.0,40.0,54.0,1012.9,1011.9,22.6,21.7,Yes
33202,2009-04-20,13.3,30.5,0.0,22.0,96.0,44.0,1013.9,1010.2,15.6,28.8,No
33203,2009-04-24,6.9,22.9,4.0,24.0,72.0,54.0,1024.8,1021.6,15.6,21.8,No
33204,2009-04-25,13.2,23.7,6.0,20.0,65.0,48.0,1024.1,1021.4,18.5,22.6,No
33205,2009-04-30,11.5,24.7,13.0,13.0,69.0,30.0,1025.0,1021.9,16.8,24.0,No
33206,2009-05-05,8.0,27.8,17.0,19.0,31.0,18.0,1028.1,1025.5,20.6,27.7,No
33207,2009-05-08,8.6,,20.0,15.0,39.0,23.0,1028.5,1024.3,18.4,24.7,No
33208,2009-05-09,,25.7,19.0,9.0,40.0,22.0,1024.9,1020.8,18.3,25.3,No
33209,2009-05-11,9.6,26.8,2.0,11.0,52.0,20.0,1021.4,1019.2,17.0,26.4,No
33210,2009-05-25,3.8,19.6,13.0,13.0,62.0,38.0,1020.7,1017.4,12.0,18.3,No
33211,2009-05-28,14.7,23.1,26.0,20.0,49.0,32.0,1018.3,1016.6,15.8,22.3,No
33212,2009-05-31,15.6,25.1,0.0,9.0,60.0,42.0,1017.7,1015.2,17.6,23.8,No
33213,2009-06-03,9.7,21.4,4.0,31.0,96.0,59.0,1019.9,1017.5,14.0,18.9,Yes
33214,2009-06-12,4.4,16.4,4.0,11.0,83.0,66.0,,1018.2,9.1,14.5,No
33215,2009-06-13,9.0,16.8,7.0,20.0,68.0,55.0,1024.8,1024.3,11.3,16.5,No
33216,2009-06-22,6.7,15.9,24.0,11.0,64.0,50.0,1018.8,1015.7,9.8,15.9,No
33217,2009-06-28,12.2,19.1,13.0,39.0,81.0,82.0,1005.2,1003.1,14.4,16.0,Yes
33218,2009-06-30,8.7,15.7,24.0,28.0,79.0,65.0,1010.6,1012.4,12.7,15.0,Yes
33219,2009-07-02,2.6,17.1,6.0,13.0,93.0,53.0,1029.5,1026.6,7.5,16.7,No
33220,2009-07-05,8.8,20.1,9.0,15.0,76.0,47.0,1020.1,1016.7,12.7,19.7,Yes
33221,2009-07-06,12.7,18.5,26.0,22.0,92.0,75.0,1010.6,1009.4,13.7,18.4,Yes
33222,2009-07-08,10.7,18.2,13.0,20.0,65.0,47.0,1015.6,1012.3,14.6,16.3,Yes
33223,2009-07-14,0.4,16.8,4.0,19.0,93.0,51.0,1028.0,1024.4,5.7,16.3,No
33224,2009-07-15,5.6,20.9,17.0,28.0,54.0,35.0,,1015.0,13.8,20.2,Yes
33225,2009-07-23,11.2,16.3,20.0,9.0,95.0,64.0,1018.1,1017.6,11.9,16.3,Yes
33226,2009-07-26,2.4,15.0,7.0,11.0,81.0,51.0,1032.6,1030.1,9.0,14.9,Yes
33227,2009-08-04,3.4,20.5,6.0,4.0,93.0,43.0,1022.4,1017.7,10.7,20.0,No
33228,2009-08-10,13.9,20.8,26.0,33.0,91.0,67.0,1006.5,1007.9,16.0,18.3,Yes
33229,2009-08-17,10.5,19.5,20.0,22.0,73.0,43.0,1019.5,1013.8,14.4,19.4,No
33230,2009-08-24,11.4,17.0,15.0,13.0,90.0,72.0,1020.7,1019.4,12.6,16.2,No
33231,2009-08-25,6.2,18.8,9.0,13.0,86.0,52.0,1024.1,1021.5,12.2,18.1,No
33232,2009-08-26,5.2,20.0,6.0,9.0,83.0,55.0,1020.7,1016.0,11.4,19.7,No
33233,2009-09-01,7.2,18.9,22.0,31.0,78.0,52.0,1016.0,1013.1,14.6,18.1,Yes
33234,2009-09-06,8.0,17.5,9.0,22.0,83.0,67.0,1021.4,1020.1,12.8,17.1,Yes
33235,2009-09-07,9.7,20.1,17.0,33.0,79.0,56.0,1021.4,1018.7,14.5,17.3,Yes
33236,2009-09-09,10.5,19.1,15.0,20.0,77.0,67.0,1015.3,1012.7,15.3,18.4,No
33237,2009-09-20,8.9,17.3,20.0,33.0,86.0,82.0,1013.9,1010.3,13.3,15.1,Yes
33238,2009-09-21,11.7,15.4,20.0,33.0,80.0,83.0,1010.6,1012.0,13.7,12.1,Yes
33239,2009-09-22,5.0,17.6,9.0,20.0,73.0,48.0,1023.1,1022.2,12.6,16.3,No
33240,2009-09-28,10.4,16.2,24.0,24.0,85.0,59.0,1013.3,1011.4,13.8,15.1,Yes
33241,2009-09-29,8.9,13.9,13.0,24.0,91.0,63.0,1008.8,1007.7,9.7,12.5,Yes
33242,2009-10-01,3.7,20.5,17.0,9.0,52.0,38.0,1023.0,1020.3,14.6,20.1,No
33243,2009-10-06,11.3,22.8,19.0,15.0,70.0,53.0,1019.1,1016.3,15.7,22.3,No
33244,2009-10-07,10.0,22.5,13.0,24.0,74.0,53.0,1018.3,1015.8,16.3,21.0,No
33245,2009-10-08,9.3,24.5,19.0,20.0,68.0,53.0,1016.0,1012.8,16.9,23.5,No
33246,2009-10-11,8.9,17.9,22.0,33.0,64.0,53.0,1023.7,1023.1,13.5,16.3,Yes
33247,2009-10-22,6.6,25.2,11.0,24.0,64.0,50.0,1017.3,1015.0,17.4,24.0,No
33248,2009-10-24,13.9,19.8,33.0,19.0,58.0,67.0,1018.3,1017.0,16.5,17.7,No
33249,2009-10-26,17.2,24.7,9.0,19.0,61.0,80.0,1016.1,1016.3,22.6,21.0,Yes
33250,2009-10-30,7.8,29.0,19.0,28.0,50.0,36.0,1016.3,1012.1,21.3,27.1,No
33251,2009-10-31,10.5,24.0,17.0,31.0,64.0,48.0,1018.9,1016.9,18.0,22.0,No
33252,2009-11-16,13.7,25.4,22.0,28.0,55.0,56.0,1012.4,1010.7,21.4,21.5,No
33253,2009-11-18,14.9,23.8,30.0,30.0,69.0,93.0,1002.0,1000.4,20.4,16.3,Yes
33254,2009-11-19,13.0,21.6,11.0,37.0,86.0,50.0,1007.7,1008.7,15.4,20.6,Yes
33255,2009-11-20,11.3,22.1,15.0,15.0,59.0,44.0,1019.6,1018.2,16.9,20.6,No
33256,2009-11-22,11.6,28.0,24.0,9.0,54.0,27.0,1023.2,1020.4,20.1,27.4,No
33257,2009-11-23,11.2,34.6,19.0,13.0,21.0,11.0,1023.0,1019.5,27.1,34.1,No
33258,2009-11-24,10.7,37.2,33.0,28.0,11.0,12.0,1019.5,1015.8,31.5,34.4,No
33259,2009-11-29,8.5,31.2,9.0,26.0,35.0,40.0,1013.4,1012.2,23.1,26.6,No
33260,2009-12-03,11.8,30.3,22.0,20.0,43.0,28.0,1022.1,1020.1,21.0,26.6,No
33261,2009-12-04,14.3,36.7,20.0,17.0,33.0,15.0,1018.5,1013.9,25.1,35.7,No
33262,2009-12-08,13.2,29.1,19.0,31.0,39.0,32.0,1020.6,1016.2,20.4,26.8,No
33263,2009-12-18,16.1,35.0,24.0,15.0,32.0,13.0,1018.7,1014.4,23.5,34.0,No
33264,2009-12-24,14.7,32.6,17.0,13.0,38.0,11.0,1019.0,1015.1,21.5,31.5,No
33265,2009-12-28,14.8,40.8,31.0,39.0,28.0,14.0,1011.5,1008.1,30.0,38.2,No
33266,2009-12-29,26.1,43.4,26.0,24.0,16.0,14.0,1002.8,1001.8,36.1,35.9,No
33267,2009-12-30,16.8,25.6,30.0,26.0,45.0,46.0,1013.4,1013.2,21.7,24.1,No
33268,2010-01-01,12.0,32.4,19.0,11.0,37.0,15.0,1017.5,1015.1,22.5,31.8,No
33269,2010-01-02,17.8,37.1,26.0,19.0,35.0,15.0,1018.3,1013.9,24.8,36.3,No
33270,2010-01-03,22.9,41.4,20.0,11.0,15.0,9.0,1012.2,1008.1,30.9,40.9,No
33271,2010-01-04,21.4,38.0,26.0,26.0,36.0,15.0,1009.1,1004.8,26.1,36.7,No
33272,2010-01-05,18.3,40.8,26.0,13.0,40.0,13.0,1007.9,1003.5,25.4,39.7,No
33273,2010-01-07,13.5,30.4,9.0,31.0,58.0,47.0,1011.1,1008.4,22.3,28.0,No
33274,2010-01-09,16.3,35.5,13.0,35.0,33.0,32.0,1006.6,1005.9,28.3,30.7,No
33275,2010-01-10,14.6,28.1,20.0,30.0,57.0,47.0,1010.9,1009.3,23.1,25.2,No
33276,2010-01-15,17.2,35.8,20.0,19.0,45.0,17.0,1016.0,1013.6,24.6,34.9,No
33277,2010-01-17,22.2,43.2,26.0,13.0,21.0,10.0,1014.4,1010.7,29.6,42.2,No
